Concept2 Utility - Version 6.992,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Log Data for:,Savage,,,,,,,,,,,,,,,,,
,,,,,Total Workout Results,,,,Split or Work Interval Results,,,,Results Calculated by Formulas,,,Interval Rest Results,,
,Name,Date,Time of Day,Workout Name,Time,Meters,Avg SPM,Avg Heart Rate,Time,Meters,SPM,Heart Rate,/500m,Cal/hr,Watt,Time,Meters,Heart Rate
,,,,,,,,,,,,,,,,,,
,Savage,1/12/15,12:45,0:01:02,,,,,01:02.3,113,17,0,04:35.6,357,17,,,
,,,,,,,,,,,,,,,,,,
,Savage,1/12/15,12:41,1:05:04,1:05:04,16123,23,0,,,,,02:01.0,978,197,,,
,Savage,1/12/15,12:41,1:05:04,,,,,10:00.0,2494,25,0,02:00.2,992,201,,,
,Savage,1/12/15,12:41,1:05:04,,,,,20:00.0,2472,24,0,02:01.3,973,196,,,
,Savage,1/12/15,12:41,1:05:04,,,,,30:00.0,2473,24,0,02:01.3,974,196,,,
,Savage,1/12/15,12:41,1:05:04,,,,,40:00.0,2453,23,0,02:02.2,958,191,,,
,Savage,1/12/15,12:41,1:05:04,,,,,50:00.0,2475,24,0,02:01.2,976,197,,,
,Savage,1/12/15,12:41,1:05:04,,,,,1:00:00,2488,24,0,02:00.5,987,200,,,
,Savage,1/12/15,12:41,1:05:04,,,,,1:05:04,1268,20,0,01:59.9,997,203,,,
,,,,,,,,,,,,,,,,,,
,Savage,1/8/15,9:54,0:01:06,01:06.5,131,17,0,,,,,04:13.8,373,21,,,
,Savage,1/8/15,9:54,0:01:06,,,,,01:06.5,132,17,0,04:11.8,375,22,,,
,,,,,,,,,,,,,,,,,,
,Savage,1/8/15,9:50,0:49:10,49:10.8,12014,24,0,,,,,02:02.8,950,189,,,
,Savage,1/8/15,9:50,0:49:10,,,,,10:00.0,2446,25,0,02:02.6,952,190,,,
,Savage,1/8/15,9:50,0:49:10,,,,,20:00.0,2448,25,0,02:02.5,954,190,,,
,Savage,1/8/15,9:50,0:49:10,,,,,30:00.0,2454,25,0,02:02.2,959,192,,,
,Savage,1/8/15,9:50,0:49:10,,,,,40:00.0,2441,24,0,02:02.9,948,189,,,
,Savage,1/8/15,9:50,0:49:10,,,,,49:10.8,2226,24,0,02:03.7,936,185,,,
,,,,,,,,,,,,,,,,,,
,Savage,1/8/15,9:01,0:15:22,15:22.0,3799,24,0,,,,,02:01.3,974,196,,,
,Savage,1/8/15,9:01,0:15:22,,,,,05:00.0,1246,25,0,02:00.3,990,201,,,
,Savage,1/8/15,9:01,0:15:22,,,,,10:00.0,1247,26,0,02:00.2,992,201,,,
,Savage,1/8/15,9:01,0:15:22,,,,,15:00.0,1226,26,0,02:02.3,957,191,,,
,Savage,1/8/15,9:01,0:15:22,,,,,15:22.0,81,19,0,02:15.8,780,140,,,
,,,,,,,,,,,,,,,,,,
,Savage,1/4/15,13:17,1:05:02,1:05:02,16082,25,0,,,,,02:01.3,974,196,,,
,Savage,1/4/15,13:17,1:05:02,,,,,10:00.0,2497,25,0,02:00.1,994,202,,,
,Savage,1/4/15,13:17,1:05:02,,,,,20:00.0,2469,25,0,02:01.5,971,195,,,
,Savage,1/4/15,13:17,1:05:02,,,,,30:00.0,2463,25,0,02:01.8,966,194,,,
,Savage,1/4/15,13:17,1:05:02,,,,,40:00.0,2464,25,0,02:01.7,967,194,,,
,Savage,1/4/15,13:17,1:05:02,,,,,50:00.0,2459,25,0,02:02.0,963,193,,,
,Savage,1/4/15,13:17,1:05:02,,,,,1:00:00,2474,26,0,02:01.2,975,196,,,
,Savage,1/4/15,13:17,1:05:02,,,,,1:05:02,1256,27,0,02:00.3,991,201,,,
,,,,,,,,,,,,,,,,,,
,Savage,1/1/15,16:12,0:01:31,01:31.9,200,19,0,,,,,03:49.7,399,29,,,
,Savage,1/1/15,16:12,0:01:31,,,,,01:31.9,201,19,0,03:48.6,400,29,,,
,,,,,,,,,,,,,,,,,,
,Savage,1/1/15,16:09,1:03:31,1:03:31,16010,24,0,,,,,01:59.0,1013,207,,,
,Savage,1/1/15,16:09,1:03:31,,,,,10:00.0,2518,25,0,01:59.1,1012,207,,,
,Savage,1/1/15,16:09,1:03:31,,,,,20:00.0,2493,25,0,02:00.3,991,201,,,
,Savage,1/1/15,16:09,1:03:31,,,,,30:00.0,2475,25,0,02:01.2,976,197,,,
,Savage,1/1/15,16:09,1:03:31,,,,,40:00.0,2507,25,0,01:59.6,1002,204,,,
,Savage,1/1/15,16:09,1:03:31,,,,,50:00.0,2531,24,0,01:58.5,1023,210,,,
,Savage,1/1/15,16:09,1:03:31,,,,,1:00:00,2543,25,0,01:57.9,1033,213,,,
,Savage,1/1/15,16:09,1:03:31,,,,,1:03:31,944,25,0,01:52.2,1152,248,,,
,,,,,,,,,,,,,,,,,,
,Savage,12/31/14,15:13,0:02:05,02:05.9,255,18,0,,,,,04:06.8,380,23,,,
,Savage,12/31/14,15:13,0:02:05,,,,,02:05.9,256,18,0,04:05.8,381,24,,,
,,,,,,,,,,,,,,,,,,
,Savage,12/31/14,15:09,1:01:07,1:01:07,15013,25,0,,,,,02:02.1,960,192,,,
,Savage,12/31/14,15:09,1:01:07,,,,,10:00.0,2475,24,0,02:01.2,976,197,,,
,Savage,12/31/14,15:09,1:01:07,,,,,20:00.0,2470,24,0,02:01.4,972,195,,,
,Savage,12/31/14,15:09,1:01:07,,,,,30:00.0,2451,25,0,02:02.3,956,191,,,
,Savage,12/31/14,15:09,1:01:07,,,,,40:00.0,2449,25,0,02:02.4,955,190,,,
,Savage,12/31/14,15:09,1:01:07,,,,,50:00.0,2417,25,0,02:04.1,929,183,,,
,Savage,12/31/14,15:09,1:01:07,,,,,1:00:00,2456,25,0,02:02.1,960,192,,,
,Savage,12/31/14,15:09,1:01:07,,,,,1:01:07,296,27,0,01:54.1,1109,235,,,
,,,,,,,,,,,,,,,,,,
,Savage,12/30/14,11:58,0:01:02,01:02.7,128,19,0,,,,,04:04.9,381,24,,,
,Savage,12/30/14,11:58,0:01:02,,,,,01:02.7,128,19,0,04:04.9,381,24,,,
,,,,,,,,,,,,,,,,,,
,Savage,12/30/14,11:55,1:07:40,1:07:40,16525,25,0,,,,,02:02.8,949,189,,,
,Savage,12/30/14,11:55,1:07:40,,,,,10:00.0,2458,24,0,02:02.0,962,193,,,
,Savage,12/30/14,11:55,1:07:40,,,,,20:00.0,2445,25,0,02:02.6,952,189,,,
,Savage,12/30/14,11:55,1:07:40,,,,,30:00.0,2420,25,0,02:03.9,932,184,,,
,Savage,12/30/14,11:55,1:07:40,,,,,40:00.0,2440,25,0,02:02.9,948,188,,,
,Savage,12/30/14,11:55,1:07:40,,,,,50:00.0,2422,25,0,02:03.8,933,184,,,
,Savage,12/30/14,11:55,1:07:40,,,,,1:00:00,2470,27,0,02:01.4,972,195,,,
,Savage,12/30/14,11:55,1:07:40,,,,,1:07:40,1871,27,0,02:03.1,945,187,,,
,,,,,,,,,,,,,,,,,,
,Savage,12/18/14,18:49,0:56:59,56:59.3,14069,23,0,,,,,02:01.5,971,195,,,
,Savage,12/18/14,18:49,0:56:59,,,,,10:00.0,2490,23,0,02:00.4,988,200,,,
,Savage,12/18/14,18:49,0:56:59,,,,,20:00.0,2487,23,0,02:00.6,986,199,,,
,Savage,12/18/14,18:49,0:56:59,,,,,30:00.0,2472,24,0,02:01.3,973,196,,,
,Savage,12/18/14,18:49,0:56:59,,,,,40:00.0,2461,24,0,02:01.9,964,193,,,
,Savage,12/18/14,18:49,0:56:59,,,,,50:00.0,2452,24,0,02:02.3,957,191,,,
,Savage,12/18/14,18:49,0:56:59,,,,,56:59.3,1709,24,0,02:02.6,952,190,,,
,,,,,,,,,,,,,,,,,,
,Savage,11/27/14,17:14,0:30:11,30:11.9,7384,23,0,,,,,02:02.6,952,190,,,
,Savage,11/27/14,17:14,0:30:11,,,,,05:00.0,1208,24,0,02:04.1,929,183,,,
,Savage,11/27/14,17:14,0:30:11,,,,,10:00.0,1237,25,0,02:01.2,975,196,,,
,Savage,11/27/14,17:14,0:30:11,,,,,15:00.0,1218,25,0,02:03.1,944,187,,,
,Savage,11/27/14,17:14,0:30:11,,,,,20:00.0,1226,25,0,02:02.3,957,191,,,
,Savage,11/27/14,17:14,0:30:11,,,,,25:00.0,1236,25,0,02:01.3,973,196,,,
,Savage,11/27/14,17:14,0:30:11,,,,,30:00.0,1219,25,0,02:03.0,946,188,,,
,Savage,11/27/14,17:14,0:30:11,,,,,30:11.9,42,15,0,02:21.6,723,123,,,
,,,,,,,,,,,,,,,,,,
,Savage,11/23/14,9:58,0:02:06,02:06.9,309,20,0,,,,,03:25.3,439,40,,,
,Savage,11/23/14,9:58,0:02:06,,,,,02:06.9,310,20,0,03:24.6,440,41,,,
,,,,,,,,,,,,,,,,,,
,Savage,11/23/14,9:53,0:56:18,56:18.6,14013,25,0,,,,,02:00.5,987,200,,,
,Savage,11/23/14,9:53,0:56:18,,,,,10:00.0,2450,25,0,02:02.4,956,191,,,
,Savage,11/23/14,9:53,0:56:18,,,,,20:00.0,2477,25,0,02:01.1,978,197,,,
,Savage,11/23/14,9:53,0:56:18,,,,,30:00.0,2494,25,0,02:00.2,992,201,,,
,Savage,11/23/14,9:53,0:56:18,,,,,40:00.0,2483,25,0,02:00.8,982,198,,,
,Savage,11/23/14,9:53,0:56:18,,,,,50:00.0,2495,26,0,02:00.2,992,201,,,
,Savage,11/23/14,9:53,0:56:18,,,,,56:18.6,1615,26,0,01:57.2,1047,217,,,
,,,,,,,,,,,,,,,,,,
,Savage,11/16/14,10:27,0:01:22,01:22.2,229,20,0,,,,,02:59.4,508,61,,,
,Savage,11/16/14,10:27,0:01:22,,,,,01:22.2,230,20,0,02:58.6,511,61,,,
,,,,,,,,,,,,,,,,,,
,Savage,11/16/14,10:23,1:20:51,1:20:51,20013,25,0,,,,,02:01.2,976,197,,,
,Savage,11/16/14,10:23,1:20:51,,,,,20:00.0,4919,24,0,02:01.9,963,193,,,
,Savage,11/16/14,10:23,1:20:51,,,,,40:00.0,4936,24,0,02:01.5,970,195,,,
,Savage,11/16/14,10:23,1:20:51,,,,,1:00:00,4952,25,0,02:01.1,977,197,,,
,Savage,11/16/14,10:23,1:20:51,,,,,1:20:00,4977,25,0,02:00.5,987,200,,,
,Savage,11/16/14,10:23,1:20:51,,,,,1:20:51,230,27,0,01:52.6,1143,245,,,
,,,,,,,,,,,,,,,,,,
,Savage,9/28/14,11:12,0:01:07,01:07.5,155,18,0,,,,,03:37.7,416,34,,,
,Savage,9/28/14,11:12,0:01:07,,,,,01:07.5,155,18,0,03:37.7,416,34,,,
,,,,,,,,,,,,,,,,,,
,Savage,9/28/14,11:09,0:49:27,49:27.3,12014,24,0,,,,,02:03.4,939,186,,,
,Savage,9/28/14,11:09,0:49:27,,,,,10:00.0,2416,24,0,02:04.1,929,183,,,
,Savage,9/28/14,11:09,0:49:27,,,,,20:00.0,2450,25,0,02:02.4,956,191,,,
,Savage,9/28/14,11:09,0:49:27,,,,,30:00.0,2423,24,0,02:03.8,934,184,,,
,Savage,9/28/14,11:09,0:49:27,,,,,40:00.0,2439,24,0,02:03.0,947,188,,,
,Savage,9/28/14,11:09,0:49:27,,,,,49:27.3,2287,24,0,02:04.0,931,183,,,
,,,,,,,,,,,,,,,,,,
,Savage,9/4/14,21:06,1:04:00,1:04:00,15021,24,0,,,,,02:07.8,876,167,,,
,Savage,9/4/14,21:06,1:04:00,,,,,10:00.0,2382,24,0,02:05.9,902,175,,,
,Savage,9/4/14,21:06,1:04:00,,,,,20:00.0,2378,25,0,02:06.1,899,174,,,
,Savage,9/4/14,21:06,1:04:00,,,,,30:00.0,2325,24,0,02:09.0,860,163,,,
,Savage,9/4/14,21:06,1:04:00,,,,,40:00.0,2369,25,0,02:06.6,893,172,,,
,Savage,9/4/14,21:06,1:04:00,,,,,50:00.0,2318,24,0,02:09.4,855,161,,,
,Savage,9/4/14,21:06,1:04:00,,,,,1:00:00,2326,25,0,02:08.9,861,163,,,
,Savage,9/4/14,21:06,1:04:00,,,,,1:04:00,925,24,0,02:10.1,846,159,,,
,,,,,,,,,,,,,,,,,,
,Savage,9/1/14,10:46,1:03:15,1:03:15,14936,24,0,,,,,02:07.0,887,171,,,
,Savage,9/1/14,10:46,1:03:15,,,,,10:00.0,2379,25,0,02:06.1,900,175,,,
,Savage,9/1/14,10:46,1:03:15,,,,,20:00.0,2387,26,0,02:05.6,906,176,,,
,Savage,9/1/14,10:46,1:03:15,,,,,30:00.0,2384,25,0,02:05.8,904,176,,,
,Savage,9/1/14,10:46,1:03:15,,,,,40:00.0,2393,24,0,02:05.3,911,178,,,
,Savage,9/1/14,10:46,1:03:15,,,,,50:00.0,2338,24,0,02:08.3,870,166,,,
,Savage,9/1/14,10:46,1:03:15,,,,,1:00:00,2329,24,0,02:08.8,863,164,,,
,Savage,9/1/14,10:46,1:03:15,,,,,1:03:15,726,23,0,02:14.7,792,143,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/29/14,8:41,0:32:28,32:28.2,7553,25,0,,,,,02:08.9,861,163,,,
,Savage,8/29/14,8:41,0:32:28,,,,,05:00.0,1218,26,0,02:03.1,944,187,,,
,Savage,8/29/14,8:41,0:32:28,,,,,10:00.0,1174,25,0,02:07.7,877,168,,,
,Savage,8/29/14,8:41,0:32:28,,,,,15:00.0,1181,25,0,02:07.0,887,171,,,
,Savage,8/29/14,8:41,0:32:28,,,,,20:00.0,1181,26,0,02:07.0,887,171,,,
,Savage,8/29/14,8:41,0:32:28,,,,,25:00.0,1111,23,0,02:15.0,789,142,,,
,Savage,8/29/14,8:41,0:32:28,,,,,30:00.0,1115,25,0,02:14.5,794,144,,,
,Savage,8/29/14,8:41,0:32:28,,,,,32:28.2,573,26,0,02:09.3,856,162,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/29/14,8:04,0:57:11,57:11.7,13968,24,0,,,,,02:02.8,949,189,,,
,Savage,8/29/14,8:04,0:57:11,,,,,10:00.0,2480,25,0,02:00.9,980,198,,,
,Savage,8/29/14,8:04,0:57:11,,,,,20:00.0,2485,25,0,02:00.7,984,199,,,
,Savage,8/29/14,8:04,0:57:11,,,,,30:00.0,2462,24,0,02:01.8,965,193,,,
,Savage,8/29/14,8:04,0:57:11,,,,,40:00.0,2430,24,0,02:03.4,940,186,,,
,Savage,8/29/14,8:04,0:57:11,,,,,50:00.0,2410,25,0,02:04.4,924,181,,,
,Savage,8/29/14,8:04,0:57:11,,,,,57:11.7,1702,24,0,02:06.8,890,172,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/24/14,10:49,0:01:51,01:51.0,273,18,0,,,,,03:23.2,443,42,,,
,Savage,8/24/14,10:49,0:01:51,,,,,01:51.0,274,18,0,03:22.5,444,42,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/24/14,10:44,1:05:21,1:05:21,16011,24,0,,,,,02:02.4,956,191,,,
,Savage,8/24/14,10:44,1:05:21,,,,,10:00.0,2484,24,0,02:00.7,983,199,,,
,Savage,8/24/14,10:44,1:05:21,,,,,20:00.0,2467,25,0,02:01.6,969,195,,,
,Savage,8/24/14,10:44,1:05:21,,,,,30:00.0,2450,24,0,02:02.4,956,191,,,
,Savage,8/24/14,10:44,1:05:21,,,,,40:00.0,2456,24,0,02:02.1,960,192,,,
,Savage,8/24/14,10:44,1:05:21,,,,,50:00.0,2435,24,0,02:03.2,944,187,,,
,Savage,8/24/14,10:44,1:05:21,,,,,1:00:00,2426,24,0,02:03.6,936,185,,,
,Savage,8/24/14,10:44,1:05:21,,,,,1:05:21,1292,25,0,02:04.2,928,183,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/21/14,8:47,0:02:44,02:44.4,385,17,0,,,,,03:33.5,423,36,,,
,Savage,8/21/14,8:47,0:02:44,,,,,02:44.4,386,17,0,03:32.9,424,36,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/21/14,8:42,1:04:20,1:04:20,16014,25,0,,,,,02:00.5,987,200,,,
,Savage,8/21/14,8:42,1:04:20,,,,,10:00.0,2454,25,0,02:02.2,959,192,,,
,Savage,8/21/14,8:42,1:04:20,,,,,20:00.0,2491,26,0,02:00.4,989,200,,,
,Savage,8/21/14,8:42,1:04:20,,,,,30:00.0,2486,25,0,02:00.6,985,199,,,
,Savage,8/21/14,8:42,1:04:20,,,,,40:00.0,2502,25,0,01:59.9,998,203,,,
,Savage,8/21/14,8:42,1:04:20,,,,,50:00.0,2505,26,0,01:59.7,1001,204,,,
,Savage,8/21/14,8:42,1:04:20,,,,,1:00:00,2501,26,0,01:59.9,997,203,,,
,Savage,8/21/14,8:42,1:04:20,,,,,1:04:20,1076,26,0,02:01.1,977,197,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/19/14,10:34,0:02:02,02:02.9,237,16,0,,,,,04:19.2,369,20,,,
,Savage,8/19/14,10:34,0:02:02,,,,,02:02.9,238,16,0,04:18.1,369,20,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/19/14,10:29,1:00:03,1:00:03,15069,24,0,,,,,01:59.5,1004,205,,,
,Savage,8/19/14,10:29,1:00:03,,,,,10:00.0,2499,26,0,02:00.0,996,202,,,
,Savage,8/19/14,10:29,1:00:03,,,,,20:00.0,2501,26,0,01:59.9,997,203,,,
,Savage,8/19/14,10:29,1:00:03,,,,,30:00.0,2508,25,0,01:59.6,1003,204,,,
,Savage,8/19/14,10:29,1:00:03,,,,,40:00.0,2513,26,0,01:59.3,1008,206,,,
,Savage,8/19/14,10:29,1:00:03,,,,,50:00.0,2507,25,0,01:59.6,1002,204,,,
,Savage,8/19/14,10:29,1:00:03,,,,,1:00:00,2528,26,0,01:58.6,1020,209,,,
,Savage,8/19/14,10:29,1:00:03,,,,,1:00:03,14,18,0,02:01.4,972,195,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/17/14,16:03,0:02:15,02:15.4,332,19,0,,,,,03:23.9,442,41,,,
,Savage,8/17/14,16:03,0:02:15,,,,,02:15.4,333,19,0,03:23.3,443,42,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/17/14,15:58,1:04:51,1:04:51,16025,25,0,,,,,02:01.4,973,196,,,
,Savage,8/17/14,15:58,1:04:51,,,,,10:00.0,2445,27,0,02:02.6,952,189,,,
,Savage,8/17/14,15:58,1:04:51,,,,,20:00.0,2502,27,0,01:59.9,998,203,,,
,Savage,8/17/14,15:58,1:04:51,,,,,30:00.0,2489,25,0,02:00.5,987,200,,,
,Savage,8/17/14,15:58,1:04:51,,,,,40:00.0,2489,25,0,02:00.5,987,200,,,
,Savage,8/17/14,15:58,1:04:51,,,,,50:00.0,2448,25,0,02:02.5,954,190,,,
,Savage,8/17/14,15:58,1:04:51,,,,,1:00:00,2460,25,0,02:01.9,964,193,,,
,Savage,8/17/14,15:58,1:04:51,,,,,1:04:51,1190,26,0,02:02.3,956,191,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/16/14,19:27,0:43:05,43:05.0,10015,25,0,,,,,02:09.0,860,163,,,
,Savage,8/16/14,19:27,0:43:05,,,,,10:00.0,2377,26,0,02:06.2,899,174,,,
,Savage,8/16/14,19:27,0:43:05,,,,,20:00.0,2351,26,0,02:07.6,879,168,,,
,Savage,8/16/14,19:27,0:43:05,,,,,30:00.0,2349,26,0,02:07.7,878,168,,,
,Savage,8/16/14,19:27,0:43:05,,,,,40:00.0,2249,25,0,02:13.3,807,147,,,
,Savage,8/16/14,19:27,0:43:05,,,,,43:05.0,688,25,0,02:14.4,795,144,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/14/14,16:05,0:41:55,41:55.5,9658,24,0,,,,,02:10.2,845,158,,,
,Savage,8/14/14,16:05,0:41:55,,,,,10:00.0,2336,25,0,02:08.4,868,165,,,
,Savage,8/14/14,16:05,0:41:55,,,,,20:00.0,2346,25,0,02:07.8,876,167,,,
,Savage,8/14/14,16:05,0:41:55,,,,,30:00.0,2262,25,0,02:12.6,816,150,,,
,Savage,8/14/14,16:05,0:41:55,,,,,40:00.0,2295,25,0,02:10.7,839,157,,,
,Savage,8/14/14,16:05,0:41:55,,,,,41:55.5,419,22,0,02:17.8,760,134,,,
,,,,,,,,,,,,,,,,,,
,Savage,8/14/14,15:10,0:09:50,09:50.0,2286,24,0,,,,,02:09.0,860,163,,,
,Savage,8/14/14,15:10,0:09:50,,,,,05:00.0,1158,24,0,02:09.5,854,161,,,
,Savage,8/14/14,15:10,0:09:50,,,,,09:50.0,1128,24,0,02:08.5,867,165,,,
,,,,,,,,,,,,,,,,,,
,Savage,4/26/14,15:23,0:03:49,03:49.3,762,16,0,,,,,02:30.4,653,103,,,
,Savage,4/26/14,15:23,0:03:49,,,,,03:49.3,762,16,0,02:30.4,653,103,,,
,,,,,,,,,,,,,,,,,,
,Savage,4/24/14,10:48,1:22:50,1:22:50,20107,26,0,,,,,02:03.5,938,185,,,
,Savage,4/24/14,10:48,1:22:50,,,,,20:00.0,4851,26,0,02:03.6,936,185,,,
,Savage,4/24/14,10:48,1:22:50,,,,,40:00.0,4901,27,0,02:02.4,956,191,,,
,Savage,4/24/14,10:48,1:22:50,,,,,1:00:00,4888,26,0,02:02.7,951,189,,,
,Savage,4/24/14,10:48,1:22:50,,,,,1:20:00,4790,26,0,02:05.2,912,178,,,
,Savage,4/24/14,10:48,1:22:50,,,,,1:22:50,678,26,0,02:05.5,909,177,,,
,,,,,,,,,,,,,,,,,,
,Savage,4/22/14,12:08,1:28:11,1:28:11,21300,26,0,,,,,02:04.2,928,183,,,
,Savage,4/22/14,12:08,1:28:11,,,,,20:00.0,4906,27,0,02:02.2,958,191,,,
,Savage,4/22/14,12:08,1:28:11,,,,,40:00.0,4854,26,0,02:03.6,937,185,,,
,Savage,4/22/14,12:08,1:28:11,,,,,1:00:00,4819,26,0,02:04.5,924,181,,,
,Savage,4/22/14,12:08,1:28:11,,,,,1:20:00,4781,26,0,02:05.4,909,177,,,
,Savage,4/22/14,12:08,1:28:11,,,,,1:28:11,1941,26,0,02:06.6,892,172,,,
,,,,,,,,,,,,,,,,,,
,Savage,4/18/14,10:54,1:06:34,1:06:34,16026,26,0,,,,,02:04.6,922,181,,,
,Savage,4/18/14,10:54,1:06:34,,,,,10:00.0,2441,27,0,02:02.9,948,189,,,
,Savage,4/18/14,10:54,1:06:34,,,,,20:00.0,2423,27,0,02:03.8,934,184,,,
,Savage,4/18/14,10:54,1:06:34,,,,,30:00.0,2425,27,0,02:03.7,936,185,,,
,Savage,4/18/14,10:54,1:06:34,,,,,40:00.0,2405,26,0,02:04.7,920,180,,,
,Savage,4/18/14,10:54,1:06:34,,,,,50:00.0,2399,27,0,02:05.0,915,179,,,
,Savage,4/18/14,10:54,1:06:34,,,,,1:00:00,2370,26,0,02:06.5,893,173,,,
,Savage,4/18/14,10:54,1:06:34,,,,,1:06:34,1565,27,0,02:06.1,900,175,,,
,,,,,,,,,,,,,,,,,,
,Savage,4/17/14,10:58,1:22:48,1:22:48,20006,26,0,,,,,02:04.1,929,183,,,
,Savage,4/17/14,10:58,1:22:48,,,,,20:00.0,4856,27,0,02:03.5,938,186,,,
,Savage,4/17/14,10:58,1:22:48,,,,,40:00.0,4869,27,0,02:03.2,943,187,,,
,Savage,4/17/14,10:58,1:22:48,,,,,1:00:00,4822,26,0,02:04.4,925,182,,,
,Savage,4/17/14,10:58,1:22:48,,,,,1:20:00,4783,26,0,02:05.4,910,177,,,
,Savage,4/17/14,10:58,1:22:48,,,,,1:22:48,676,27,0,02:04.3,926,182,,,
,,,,,,,,,,,,,,,,,,
,Savage,4/15/14,10:50,1:06:09,1:06:09,16006,26,0,,,,,02:03.9,931,184,,,
,Savage,4/15/14,10:50,1:06:09,,,,,10:00.0,2459,28,0,02:02.0,963,193,,,
,Savage,4/15/14,10:50,1:06:09,,,,,20:00.0,2432,27,0,02:03.3,941,186,,,
,Savage,4/15/14,10:50,1:06:09,,,,,30:00.0,2429,27,0,02:03.5,939,186,,,
,Savage,4/15/14,10:50,1:06:09,,,,,40:00.0,2414,27,0,02:04.2,927,182,,,
,Savage,4/15/14,10:50,1:06:09,,,,,50:00.0,2407,26,0,02:04.6,922,181,,,
,Savage,4/15/14,10:50,1:06:09,,,,,1:00:00,2410,26,0,02:04.4,924,181,,,
,Savage,4/15/14,10:50,1:06:09,,,,,1:06:09,1455,26,0,02:06.8,890,172,,,
,,,,,,,,,,,,,,,,,,
,Savage,4/15/14,9:41,0:18:26,18:26.0,4445,27,0,,,,,02:04.4,925,182,,,
